Item_Name,Hero_Name,Item_Type
Trophies of the Outcast,Naga_Siren,Equipment
Amphibian Kid,Naga_Siren,Gear
Arms of the Captive Princess Loading Screen,Naga_Siren,Gear
Consuming Tides Loading Screen,Naga_Siren,Gear
Iceborn Trinity Loading Screen,Naga_Siren,Gear
Mini Heroes Loading Screen,Naga_Siren,Gear
Prismatic Grace Loading Screen,Naga_Siren,Gear
Procession of the Partisan Guard Loading Screen,Naga_Siren,Gear
Reef's Edge Loading Screen,Naga_Siren,Gear
The Siren's Song,Naga_Siren,Gear
Treasure of the Deep Loading Screen,Naga_Siren,Gear
Blades of the Predator,Nyx_Assassin,Equipment
Claws of Cicatrix Regalia,Nyx_Assassin,Equipment
Claws of Kaktos,Nyx_Assassin,Equipment
Claws of the Hidden Hive,Nyx_Assassin,Equipment
Claws of the Rancorous Nemesis,Nyx_Assassin,Equipment
Cursed Zealot Claws,Nyx_Assassin,Equipment
Daggers of the Anointed,Nyx_Assassin,Equipment
Deviant Tibia,Nyx_Assassin,Equipment
Golden Latticean Shards,Nyx_Assassin,Equipment
Latticean Shards,Nyx_Assassin,Equipment
Latticean Shards of the Crimson Witness,Nyx_Assassin,Equipment
Pincers of the Chitinous Stalker,Nyx_Assassin,Equipment
Pincers of the Chosen Larva,Nyx_Assassin,Equipment
Sacred Orb Venom Claws,Nyx_Assassin,Equipment
Shadow Claws,Nyx_Assassin,Equipment
Sovereign of the Colossal Blades,Nyx_Assassin,Equipment
Talons of the Writhing Executioner,Nyx_Assassin,Equipment
Crest of the Writhing Executioner,Nyx_Assassin,Equipment
Cursed Zealot Visage,Nyx_Assassin,Equipment
Deviant Casque,Nyx_Assassin,Equipment
Head of the Anointed,Nyx_Assassin,Equipment
Helm of Cicatrix Regalia,Nyx_Assassin,Equipment
Helmet of the Chosen Larva,Nyx_Assassin,Equipment
Horn of the Hidden Hive,Nyx_Assassin,Equipment
Horn of the Rancorous Nemesis,Nyx_Assassin,Equipment
Jaw of Kaktos,Nyx_Assassin,Equipment
Mind Piercer of the Predator,Nyx_Assassin,Equipment
Oculi of the Chitinous Stalker,Nyx_Assassin,Equipment
Sacred Orb Helm,Nyx_Assassin,Equipment
Shadow Calvaria,Nyx_Assassin,Equipment
Sovereign of the Menacing Guise,Nyx_Assassin,Equipment
Armor of Cicatrix Regalia,Nyx_Assassin,Equipment
Armor of the Chitinous Stalker,Nyx_Assassin,Equipment
Carapace of Kaktos,Nyx_Assassin,Equipment
Carapace of the Chosen Larva,Nyx_Assassin,Equipment
Carapace of the Rancorous Nemesis,Nyx_Assassin,Equipment
Carapace of the Writhing Executioner,Nyx_Assassin,Equipment
Caripace of the Anointed,Nyx_Assassin,Equipment
Cursed Zealot Carapace,Nyx_Assassin,Equipment
Deviant Carapace,Nyx_Assassin,Equipment
Sacred Orb Carapace,Nyx_Assassin,Equipment
Shadow Spine,Nyx_Assassin,Equipment
Shell of the Hidden Hive,Nyx_Assassin,Equipment
Sovereign of the Exocorp,Nyx_Assassin,Equipment
Spines of the Predator,Nyx_Assassin,Equipment
Armor of the Anointed,Nyx_Assassin,Equipment
Cursed Zealot Tail,Nyx_Assassin,Equipment
Deviant Shell,Nyx_Assassin,Equipment
Guard of Cicatrix Regalia,Nyx_Assassin,Equipment
Nyx Assassin's Dagon,Nyx_Assassin,Equipment
Preyfinders of the Predator,Nyx_Assassin,Equipment
Shadow Tracers,Nyx_Assassin,Equipment
Shell of Kaktos,Nyx_Assassin,Equipment
Sting of the Rancorous Nemesis,Nyx_Assassin,Equipment
Stinger of the Chosen Larva,Nyx_Assassin,Equipment
Tail of the Chitinous Stalker,Nyx_Assassin,Equipment
Tail of the Writhing Executioner,Nyx_Assassin,Equipment
Scribbins the Scarab,Nyx_Assassin,Gear
Ascendant Nyx Loading Screen,Nyx_Assassin,Gear
Cicatrix Regalia Loading Screen,Nyx_Assassin,Gear
Cursed Zealot Loading Screen,Nyx_Assassin,Gear
Deviant Metamorphosis Loading Screen,Nyx_Assassin,Gear
Mini Heroes Loading Screen,Nyx_Assassin,Gear
Rancorous Nemesis Loading Screen,Nyx_Assassin,Gear
Sect of Kaktos Loading Screen,Nyx_Assassin,Gear
Sovereign of the Hive Loading Screen,Nyx_Assassin,Gear
Writhing Executioner Loading Screen,Nyx_Assassin,Gear
Ainidul the Eternal,Keeper_of_the_Light,Equipment
First Dawn,Keeper_of_the_Light,Equipment
Gladys the Light-Bearing Mule,Keeper_of_the_Light,Equipment
Mount of the Forgotten Renegade,Keeper_of_the_Light,Equipment
Mount of the Skyfire Apostate,Keeper_of_the_Light,Equipment
One Horn,Keeper_of_the_Light,Equipment
Roehrin the Pale Stallion,Keeper_of_the_Light,Equipment
Stag of the Northlight,Keeper_of_the_Light,Equipment
Tendrillar,Keeper_of_the_Light,Equipment
Tinek the Unmastered,Keeper_of_the_Light,Equipment
Wings of Daybreak,Keeper_of_the_Light,Equipment
Arcane Staff of the Ancients,Keeper_of_the_Light,Equipment
Empowered Staff of the Gods,Keeper_of_the_Light,Equipment
Heaven Sent,Keeper_of_the_Light,Equipment
Light of the Forgotten Renegade,Keeper_of_the_Light,Equipment
Spiral Staff of the First Light,Keeper_of_the_Light,Equipment
Staff of the First Dawn,Keeper_of_the_Light,Equipment
Staff of the Northlight,Keeper_of_the_Light,Equipment
Staff of the Skyfire Apostate,Keeper_of_the_Light,Equipment
Staff of Wind and Sand,Keeper_of_the_Light,Equipment
Strike of the Light,Keeper_of_the_Light,Equipment
The Crucible of Light Staff,Keeper_of_the_Light,Equipment
Countenance of the Forgotten Renegade,Keeper_of_the_Light,Equipment
Crown of the Skyfire Apostate,Keeper_of_the_Light,Equipment
Crucible of Light's Vestiments,Keeper_of_the_Light,Equipment
Empowered Hood of the Gods,Keeper_of_the_Light,Equipment
Helm of the First Dawn,Keeper_of_the_Light,Equipment
Hood of the Northlight,Keeper_of_the_Light,Equipment
Jewel of Futures Foretold,Keeper_of_the_Light,Equipment
Repose of the Defiant,Keeper_of_the_Light,Equipment
Wise Cap of the First Light,Keeper_of_the_Light,Equipment
Belt of the Skyfire Apostate,Keeper_of_the_Light,Equipment
Cape of the First Dawn,Keeper_of_the_Light,Equipment
Coat of the Forgotten Renegade,Keeper_of_the_Light,Equipment
Crucible of Light's Robes,Keeper_of_the_Light,Equipment
Empowered Skirt of the Gods,Keeper_of_the_Light,Equipment
Robe of the Northlight,Keeper_of_the_Light,Equipment
Robes of the First Light,Keeper_of_the_Light,Equipment
The 22 Keys of Anzar-Anzuli'i,Keeper_of_the_Light,Equipment
Kinetic: Crucible of Light Illuminance,Keeper_of_the_Light,Equipment
Kinetic: Northlight Illuminance,Keeper_of_the_Light,Equipment
Kinetic: Obeisance of the Keeper,Keeper_of_the_Light,Equipment
Crucible of Light Loading Screen,Keeper_of_the_Light,Gear
Galloping Light,Keeper_of_the_Light,Gear
Loading Screen of the First Dawn,Keeper_of_the_Light,Gear
Loading Screen of the Forgotten Renegade,Keeper_of_the_Light,Gear
Mini Heroes Loading Screen,Keeper_of_the_Light,Gear
Skyfire Apostate Loading Screen,Keeper_of_the_Light,Gear
Mask of the Soul Keeper,Visage,Equipment
Wings of the Soul Keeper,Visage,Equipment
Familiar of the Soul Keeper,Visage,Equipment
Tolling Shadows,Visage,Equipment
Stone Bound Watcher,Visage,Gear
Familiar Foe,Visage,Gear
Loading Screen of the Soul Keeper,Visage,Gear
Mini Heroes Loading Screen,Visage,Gear
Blade of the Fractured Order,Meepo,Equipment
Crystal Scavenger's Augmented Mace,Meepo,Equipment
Dosa Staff,Meepo,Equipment
Key to the Bone Ruins,Meepo,Equipment
Pitmouse Fraternity Axe,Meepo,Equipment
Riftshadow Roamer's Fryin' Pan,Meepo,Equipment
The Family Values Weapon,Meepo,Equipment
The Spelunker's Torch,Meepo,Equipment
Bandana of the Bone Ruin Bandits,Meepo,Equipment
Crystal Scavenger's Galvanic Mining Headware,Meepo,Equipment
Dosa Hat,Meepo,Equipment
Helmet of the Fractured Order,Meepo,Equipment
Pitmouse Fraternity Goggles,Meepo,Equipment
Riftshadow Roamer's Fine n' Fancy,Meepo,Equipment
Spelunker's Fedora,Meepo,Equipment
The Family Values Head,Meepo,Equipment
Armband of the Spelunker,Meepo,Equipment
Crystal Scavenger's Reinforced Pads,Meepo,Equipment
Dosa Shoulders,Meepo,Equipment
Pitmouse Fraternity Pauldron,Meepo,Equipment
Riftshadow Roamer's Wearin' Vest,Meepo,Equipment
Skull of the Bone Ruins,Meepo,Equipment
Spaulders of the Fractured Order,Meepo,Equipment
The Family Values Shoulders,Meepo,Equipment
Bone Ruin Excavator Pack,Meepo,Equipment
Colossal Crystal Chorus,Meepo,Equipment
Crate of the Spelunker,Meepo,Equipment
Crystal Scavenger's Transducing Contraption,Meepo,Equipment
Dosa Back,Meepo,Equipment
Mr. Depth Driller,Meepo,Equipment
Pitmouse Fraternity Pack,Meepo,Equipment
Radiant Crystal Haul,Meepo,Equipment
Riftshadow Roamer's Pluckin' Fiddle,Meepo,Equipment
Shield of the Fractured Order,Meepo,Equipment
The Family Values Back,Meepo,Equipment
Armguards of the Fractured Order,Meepo,Equipment
Crystal Scavenger's Digging Gloves,Meepo,Equipment
Dosa Arms,Meepo,Equipment
Gloves of the Spelunker,Meepo,Equipment
Pitmouse Fraternity Bracer,Meepo,Equipment
Riftshadow Roamer's Grabbin' Wraps,Meepo,Equipment
The Family Values Arms,Meepo,Equipment
Dosa Tail,Meepo,Equipment
Pitmouse Fraternity Tail,Meepo,Equipment
Tail of the Fractured Order,Meepo,Equipment
Tail of the Spelunker,Meepo,Equipment
The Family Values Tail,Meepo,Equipment
Announcer: Meepo,Meepo,Gear
Crystal Scavenger Loading Screen,Meepo,Gear
Envisioning Meepo Loading Screen,Meepo,Gear
Loading Screen of the Fractured Order,Meepo,Gear
Mini Heroes Loading Screen,Meepo,Gear
The Family Values Loading Screen,Meepo,Gear
Blade of the Vindictive Protector,Magnus,Equipment
Defender's Shanker,Magnus,Equipment
Halberd of the Azurite Warden,Magnus,Equipment
Halberd of the Galloping Avenger,Magnus,Equipment
Lance of Rising Glory,Magnus,Equipment
Mallet of the Spiral Bore,Magnus,Equipment
Polearm of the Magnoceri,Magnus,Equipment
Seismic Berserker Club,Magnus,Equipment
Shock of the Anvil,Magnus,Equipment
Slab of Erupting Wrath,Magnus,Equipment
Spear of Ornate Cruelty,Magnus,Equipment
Spear of the Engulfing Spike,Magnus,Equipment
Cap of Erupting Wrath,Magnus,Equipment
Defender's Helmet,Magnus,Equipment
Helm of Ornate Cruelty,Magnus,Equipment
Helm of Rising Glory,Magnus,Equipment
Helm of the Azurite Warden,Magnus,Equipment
Helm of the Spiral Bore,Magnus,Equipment
Helmet of the Vindictive Protector,Magnus,Equipment
Long Hair of the Engulfing Spike,Magnus,Equipment
Mane of the Magnoceri,Magnus,Equipment
Seismic Berserker Helm,Magnus,Equipment
War Helm of the Galloping Avenger,Magnus,Equipment
Defender's Horn,Magnus,Equipment
Horn of Erupting Wrath,Magnus,Equipment
Horn of Luminous Crystal,Magnus,Equipment
Horn of Rising Glory,Magnus,Equipment
Horn of the Azurite Warden,Magnus,Equipment
Horn of the Magnoceri,Magnus,Equipment
Horn of the Spiral Bore,Magnus,Equipment
Horn of the Vindictive Protector,Magnus,Equipment
Seismic Berserker Horn,Magnus,Equipment
Strength Horn of the Engulfing Spike,Magnus,Equipment
Trappings of the Galloping Avenger,Magnus,Equipment
Trunk of the Ornate Cruelty,Magnus,Equipment
Belt of Ornate Cruelty,Magnus,Equipment
Belt of Rising Glory,Magnus,Equipment
Belt of the Azurite Warden,Magnus,Equipment
Belt of the Engulfing Spike,Magnus,Equipment
Belt of the Magnoceri,Magnus,Equipment
Belt of the Spiral Bore,Magnus,Equipment
Belt of the Vindictive Protector,Magnus,Equipment
Defender's Armor,Magnus,Equipment
Girdle of Erupting Wrath,Magnus,Equipment
Harness of the Galloping Avenger,Magnus,Equipment
Seismic Berserker Armor,Magnus,Equipment
Armor of the Galloping Avenger,Magnus,Equipment
Bracer of the Spiral Bore,Magnus,Equipment
Bracers of Ornate Cruelty,Magnus,Equipment
Bracers of Rising Glory,Magnus,Equipment
Bracers of the Azurite Warden,Magnus,Equipment
Bracers of the Magnoceri,Magnus,Equipment
Bracers of the Vindictive Protector,Magnus,Equipment
Bracers the Engulfing Spike,Magnus,Equipment
Defender's Bracers,Magnus,Equipment
Pauldron of Erupting Wrath,Magnus,Equipment
Seismic Berserker Bracers,Magnus,Equipment
Taunt: Mag Power!,Magnus,Equipment
Empowered,Magnus,Gear
Azurite Warden Loading Screen,Magnus,Gear
Defender of Matriarch Loading Screen,Magnus,Gear
Engulfing Spike Loading Screen,Magnus,Gear
Erupting Wrath Loading Screen,Magnus,Gear
Magnoceri Loading Screen,Magnus,Gear
Might of the Galloping Avenger Loading Screen,Magnus,Gear
Mini Heroes Loading Screen,Magnus,Gear
Ornate Cruelty Loading Screen,Magnus,Gear
Seismic Berserker Loading Screen,Magnus,Gear
Vindictive Protector Loading Screen,Magnus,Gear
Axe of the Chaos Chosen,Centaur_Warrunner,Equipment
Axe of the Proven,Centaur_Warrunner,Equipment
Axe of the Vicious Plains,Centaur_Warrunner,Equipment
Axe of the Warstomp Clan,Centaur_Warrunner,Equipment
Black Reaver,Centaur_Warrunner,Equipment
Bloodrage Axe,Centaur_Warrunner,Equipment
Brutal Crescent of the Conquering Tyrant,Centaur_Warrunner,Equipment
Double Edge of the Unbroken Stallion,Centaur_Warrunner,Equipment
Eternal Axe of the Chaos Chosen,Centaur_Warrunner,Equipment
Flail of Omexe,Centaur_Warrunner,Equipment
Flight of the Jade Phoenix,Centaur_Warrunner,Equipment
Grasp of Gluttony,Centaur_Warrunner,Equipment
Halberd of the Steppe,Centaur_Warrunner,Equipment
Horned Mother,Centaur_Warrunner,Equipment
Relentless Warbringer's Decapitator,Centaur_Warrunner,Equipment
Shattered Axe of the Vanquished,Centaur_Warrunner,Equipment
The War-Horn Cudgel,Centaur_Warrunner,Equipment
Warlord of Hell Axe,Centaur_Warrunner,Equipment
Death Mask of the Conquering Tyrant,Centaur_Warrunner,Equipment
Eternal Helm of the Chaos Chosen,Centaur_Warrunner,Equipment
Golden Infernal Chieftain,Centaur_Warrunner,Equipment
Helm of the Chaos Chosen,Centaur_Warrunner,Equipment
Helm of the Steppe,Centaur_Warrunner,Equipment
Helm of the Unbroken Stallion,Centaur_Warrunner,Equipment
Helm of the Warbringer,Centaur_Warrunner,Equipment
Helm of the Warstomp Clan,Centaur_Warrunner,Equipment
Helmet of Omexe,Centaur_Warrunner,Equipment
Helmet of the Vicious Plains,Centaur_Warrunner,Equipment
Infernal Chieftain,Centaur_Warrunner,Equipment
Infernal Chieftain of the Crimson Witness,Centaur_Warrunner,Equipment
Mohawk of the Proven,Centaur_Warrunner,Equipment
Warlord of Hell Horns,Centaur_Warrunner,Equipment
Armor of Omexe,Centaur_Warrunner,Equipment
Armor of the Chaos Chosen,Centaur_Warrunner,Equipment
Armor of the Proven,Centaur_Warrunner,Equipment
Armor of the Unbroken Stallion,Centaur_Warrunner,Equipment
Armor of the Warbringer,Centaur_Warrunner,Equipment
Armor of the Warstomp Clan,Centaur_Warrunner,Equipment
Eternal Armor of the Chaos Chosen,Centaur_Warrunner,Equipment
Spaulder of the Steppe,Centaur_Warrunner,Equipment
Spiked Pauldrons of the Conquering Tyrant,Centaur_Warrunner,Equipment
Spikes of the Vicious Plains,Centaur_Warrunner,Equipment
Warlord of Hell Guard,Centaur_Warrunner,Equipment
Barding of the Chaos Chosen,Centaur_Warrunner,Equipment
Barding of the Conquering Tyrant,Centaur_Warrunner,Equipment
Barding of the Proven,Centaur_Warrunner,Equipment
Barding of the Warbringer,Centaur_Warrunner,Equipment
Eternal Barding of the Chaos Chosen,Centaur_Warrunner,Equipment
Plate of the Vicious Plains,Centaur_Warrunner,Equipment
Shields of the Unbroken Stallion,Centaur_Warrunner,Equipment
Shields of the Warstomp Clan,Centaur_Warrunner,Equipment
Sigil of the Steppe,Centaur_Warrunner,Equipment
Spine of Omexe,Centaur_Warrunner,Equipment
Warlord of Hell Barding,Centaur_Warrunner,Equipment
Belt of Omexe,Centaur_Warrunner,Equipment
Belt of the Chaos Chosen,Centaur_Warrunner,Equipment
Belt of the Conquering Tyrant,Centaur_Warrunner,Equipment
Belt of the Proven,Centaur_Warrunner,Equipment
Belt of the Unbroken Stallion,Centaur_Warrunner,Equipment
Belt of the Vicious Plains,Centaur_Warrunner,Equipment
Belt of the Warbringer,Centaur_Warrunner,Equipment
Belt of the Warstomp Clan,Centaur_Warrunner,Equipment
Eternal Belt of the Chaos Chosen,Centaur_Warrunner,Equipment
Gloried Horn of Druud,Centaur_Warrunner,Equipment
Plate of the Steppe,Centaur_Warrunner,Equipment
Warlord of Hell Belt,Centaur_Warrunner,Equipment
Armguard of the Steppe,Centaur_Warrunner,Equipment
Armguard of the Warbringer,Centaur_Warrunner,Equipment
Bracers of the Chaos Chosen,Centaur_Warrunner,Equipment
Bracers of the Conquering Tyrant,Centaur_Warrunner,Equipment
Bracers of the Proven,Centaur_Warrunner,Equipment
Bracers of the Unbroken Stallion,Centaur_Warrunner,Equipment
Bracers of the Vicious Plains,Centaur_Warrunner,Equipment
Bracers of the Warstomp Clan,Centaur_Warrunner,Equipment
Bracers Omexe,Centaur_Warrunner,Equipment
Eternal Bracers of the Chaos Chosen,Centaur_Warrunner,Equipment
Warlord of Hell Bracers,Centaur_Warrunner,Equipment
Braided Tail of the Conquering Tyrant,Centaur_Warrunner,Equipment
Eternal Tail of the Chaos Chosen,Centaur_Warrunner,Equipment
Sweep of the Steppe,Centaur_Warrunner,Equipment
Tail of Omexe,Centaur_Warrunner,Equipment
Tail of the Chaos Chosen,Centaur_Warrunner,Equipment
Tail of the Proven,Centaur_Warrunner,Equipment
Tail of the Unbroken Stallion,Centaur_Warrunner,Equipment
Tail of the Vicious Plains,Centaur_Warrunner,Equipment
Tail of the Warbringer,Centaur_Warrunner,Equipment
Tail of the Warstomp Clan,Centaur_Warrunner,Equipment
Warlord of Hell Tail,Centaur_Warrunner,Equipment
Taunt: Battle Dressage,Centaur_Warrunner,Equipment
Kinetic: Stallion's Double Edge,Centaur_Warrunner,Equipment
Unbroken Stallion Cursor Pack,Centaur_Warrunner,Gear
Battle Dress of the Proven Loading Screen,Centaur_Warrunner,Gear
Loading Screen of the Chaos Chosen,Centaur_Warrunner,Gear
Lord of the Vicious Plains Loading Screen,Centaur_Warrunner,Gear
Mini Heroes Loading Screen,Centaur_Warrunner,Gear
Relentless Warbringer Loading Screen,Centaur_Warrunner,Gear
Unbroken Stallion Loading Screen,Centaur_Warrunner,Gear
Warlord of Hell Loading Screen,Centaur_Warrunner,Gear
Ancient Imbued Spinal Blade,Slark,Equipment
Crawblade,Slark,Equipment
Deep Warden's Prized Scimitar,Slark,Equipment
Descaler of the Scoundrel,Slark,Equipment
Encore,Slark,Equipment
Gilded Edge,Slark,Equipment
Golden Hydrakan Latch,Slark,Equipment
Hookblade of Skadi,Slark,Equipment
Hydrakan Latch,Slark,Equipment
Pale Edge,Slark,Equipment
Prison Shank,Slark,Equipment
Shell Shiv,Slark,Equipment
Shell Slicer,Slark,Equipment
Silent Ripper,Slark,Equipment
Slasher of the Umizar Crawler,Slark,Equipment
Slicer of the Depths,Slark,Equipment
Spanky the Daggerfish,Slark,Equipment
The Barb of Skadi,Slark,Equipment
The Golden Barb of Skadi,Slark,Equipment
Tidal Blade,Slark,Equipment
Tusk of the Ocean Conqueror,Slark,Equipment
Crown of the Ocean Conqueror,Slark,Equipment
Deep Warden's Seized Hood,Slark,Equipment
Fishy Frillhawk,Slark,Equipment
Helm of the Shivshell Crawler,Slark,Equipment
Helm of the Umizar Crawler,Slark,Equipment
Mask of the Scoundrel,Slark,Equipment
Sea Rake's Bridle,Slark,Equipment
Shark Cowl,Slark,Equipment
Bound Shark Flippers,Slark,Equipment
Deep Warden's Conch Pauldron,Slark,Equipment
Guard of the Shivshell Crawler,Slark,Equipment
Jaw of the Scoundrel,Slark,Equipment
Pauldron of the Ocean Conqueror,Slark,Equipment
Shell of the Umizar Crawler,Slark,Equipment
Carapace of the Ocean Conqueror,Slark,Equipment
Deep Warden's Darkray Cape,Slark,Equipment
Fins of the Shivshell Crawler,Slark,Equipment
Shark Fin Cape,Slark,Equipment
Spikes of the Umizar Crawler,Slark,Equipment
Tattered Cloak of the Scoundrel,Slark,Equipment
Wavecutter,Slark,Equipment
Claw of the Umizar Crawler,Slark,Equipment
Deep Warden's Tooth Bracer,Slark,Equipment
Gauntlet of the Ocean Conqueror,Slark,Equipment
Gauntlet of the Shivshell Crawler,Slark,Equipment
Hook of the Scoundrel,Slark,Equipment
Prison Buckler,Slark,Equipment
Taunt: RazorFlip!,Slark,Equipment
Kinetic: Pounce of the Silent Ripper,Slark,Equipment
Dark Reef Escape Loading Screen,Slark,Gear
Fall 2016 Battle Pass Loading Screen II,Slark,Gear
Loading Screen of the Umizar Crawler,Slark,Gear
Mini Heroes Loading Screen,Slark,Gear
Ocean Conqueror Loading Screen,Slark,Gear
Prisoner's Pounce,Slark,Gear
Shivshell Crawler Loading Screen,Slark,Gear
Claw of the Maniacal Machinist,Timbersaw,Equipment
Claw of the Raucous Gatecrasher,Timbersaw,Equipment
Claw of the Steam Chopper,Timbersaw,Equipment
Claw of the Steamcutter,Timbersaw,Equipment
Claw of the Stumpgrinder,Timbersaw,Equipment
Claw of Utter Eradication,Timbersaw,Equipment
Controlled Burn,Timbersaw,Equipment
Grappler of the Siege Engine,Timbersaw,Equipment
Grip of the Tree Punisher,Timbersaw,Equipment
Lumberclaw Hook,Timbersaw,Equipment
Pull Drill of the Molten Destructor,Timbersaw,Equipment
Timberthaw Claw,Timbersaw,Equipment
Barbed Saw of Utter Eradication,Timbersaw,Equipment
Chainsaw of the Maniacal Machinist,Timbersaw,Equipment
Chainsaw of the Molten Destructor,Timbersaw,Equipment
Circular Saw of the Stumpgrinder,Timbersaw,Equipment
Lumberclaw Chainsaw,Timbersaw,Equipment
Saw of the Raucous Gatecrasher,Timbersaw,Equipment
Saw of the Steam Chopper,Timbersaw,Equipment
Saw of the Steamcutter,Timbersaw,Equipment
Saw of the Tree Punisher,Timbersaw,Equipment
Saw-sword of the Siege Engine,Timbersaw,Equipment
Timberthaw Ripsaw,Timbersaw,Equipment
Cap of the Steamcutter,Timbersaw,Equipment
Goggles of the Maniacal Machinist,Timbersaw,Equipment
Goggles of the Tree Punisher,Timbersaw,Equipment
Goggles of Utter Eradication,Timbersaw,Equipment
Helm of the Siege Engine,Timbersaw,Equipment
Helm of the Stumpgrinder,Timbersaw,Equipment
Lumberclaw Cap,Timbersaw,Equipment
Style of the Raucous Gatecrasher,Timbersaw,Equipment
Timberthaw Hat,Timbersaw,Equipment
Top Hat of the Steam Chopper,Timbersaw,Equipment
Wild Hair of the Molten Destructor,Timbersaw,Equipment
Actuator of the Steamcutter,Timbersaw,Equipment
Fins of the Molten Destructor,Timbersaw,Equipment
Guards of Utter Eradication,Timbersaw,Equipment
Joints of the Raucous Gatecrasher,Timbersaw,Equipment
Lumberclaw Shoulders,Timbersaw,Equipment
Mecharm of the Stumpgrinder,Timbersaw,Equipment
Pauldrons of the Siege Engine,Timbersaw,Equipment
Pauldrons of the Steam Chopper,Timbersaw,Equipment
Plates of the Tree Punisher,Timbersaw,Equipment
Shoulders of the Maniacal Machinist,Timbersaw,Equipment
Timberthaw Shoulders,Timbersaw,Equipment
Cockpit of the Maniacal Machinist,Timbersaw,Equipment
Cockpit of the Steam Chopper,Timbersaw,Equipment
Cockpit of Utter Eradication,Timbersaw,Equipment
Core of the Raucous Gatecrasher,Timbersaw,Equipment
Exhaust of the Molten Destructor,Timbersaw,Equipment
Hull of the Siege Engine,Timbersaw,Equipment
Lumberclaw Cockpit,Timbersaw,Equipment
Seat of the Steamcutter,Timbersaw,Equipment
Seat of the Stumpgrinder,Timbersaw,Equipment
Seat of the Tree Punisher,Timbersaw,Equipment
Timberthaw Back,Timbersaw,Equipment
Armor of the Maniacal Machinist,Timbersaw,Equipment
Armor of the Siege Engine,Timbersaw,Equipment
Armor of the Stumpgrinder,Timbersaw,Equipment
Armor of the Tree Punisher,Timbersaw,Equipment
Armor of Utter Eradication,Timbersaw,Equipment
Furnace of the Steamcutter,Timbersaw,Equipment
Lumberclaw Reactive Armor,Timbersaw,Equipment
Reactive Armor of the Steam Chopper,Timbersaw,Equipment
Shell of the Raucous Gatecrasher,Timbersaw,Equipment
Suit of the Molten Destructor,Timbersaw,Equipment
Timberthaw Armor,Timbersaw,Equipment
Kinetic: Timberthaw Chakram,Timbersaw,Equipment
Boris Baumhauer,Timbersaw,Gear
Timber Fury,Timbersaw,Gear
Steam Chopper Cursor Pack,Timbersaw,Gear
Ascendant Timbersaw Loading Screen,Timbersaw,Gear
Lumberclaw Loading Screen,Timbersaw,Gear
Mini Heroes Loading Screen,Timbersaw,Gear
Molten Destructor Loading Screen,Timbersaw,Gear
Raucous Gatecrasher Loading Screen,Timbersaw,Gear
Siege Engine Loading Screen,Timbersaw,Gear
Steam Chopper Loading Screen,Timbersaw,Gear
Steamcutter Loading Screen,Timbersaw,Gear
The Maniacal Machinist Loading Screen,Timbersaw,Gear
The Stumpgrinder Loading Screen,Timbersaw,Gear
Timberthaw Loading Screen,Timbersaw,Gear
Tree Punisher Loading Screen,Timbersaw,Gear
Utter Eradication Loading Screen,Timbersaw,Gear
Bow of Forsaken Beauty,Medusa,Equipment
Bow of the Beholder,Medusa,Equipment
Bow of the Serpent,Medusa,Equipment
Heart of the Emerald Sea,Medusa,Equipment
Twin Serpent Bow,Medusa,Equipment
Circlet of Forsaken Beauty,Medusa,Equipment
Crown of the Emerald Sea,Medusa,Equipment
Helm of the Beholder,Medusa,Equipment
Armor of the Beholder,Medusa,Equipment
Armor of the Emerald Sea,Medusa,Equipment
Blouse of Forsaken Beauty,Medusa,Equipment
Daughters of Hydrophiinae,Medusa,Equipment
Bracelets of the Emerald Sea,Medusa,Equipment
Bracers of Forsaken Beauty,Medusa,Equipment
Bracers of the Beholder,Medusa,Equipment
Sweep of Forsaken Beauty,Medusa,Equipment
Tail of the Beholder,Medusa,Equipment
Whip of the Emerald Sea,Medusa,Equipment
Emerald Sea Cursor Pack,Medusa,Gear
Eye of the Beholder Loading Screen,Medusa,Gear
Mini Heroes Loading Screen,Medusa,Gear
Serpent of the Emerald Sea Loading Screen,Medusa,Gear
Axes of the Icewrack Marauder,Troll_Warlord,Equipment
Bitter Lineage,Troll_Warlord,Equipment
Twin Blades of the Imperious Command,Troll_Warlord,Equipment
Hair of the Imperious Command,Troll_Warlord,Equipment
Head of the Icewrack Marauder,Troll_Warlord,Equipment
Armor of the Icewrack Marauder,Troll_Warlord,Equipment
Armor of the Imperious Command,Troll_Warlord,Equipment
Shoulders of the Icewrack Marauder,Troll_Warlord,Equipment
Shoulders of the Imperious Command,Troll_Warlord,Equipment
Taunt: Troll's Groove!,Troll_Warlord,Equipment
Loading Screen of the Imperious Command,Troll_Warlord,Gear
Mini Heroes Loading Screen,Troll_Warlord,Gear
Ancestor's Frozen Axe,Tusk,Equipment
Anchor of the Glacier Sea,Tusk,Equipment
Arctic Hunter's Ice Axe,Tusk,Equipment
Barrier Shard Axe,Tusk,Equipment
Bobusang's Axe,Tusk,Equipment
Frost Touched Cleaver,Tusk,Equipment
Frostiron Raider Axe,Tusk,Equipment
Hatchet of the Guarded Word,Tusk,Equipment
Mace of the Weathered Storm,Tusk,Equipment
Maul of the Barrier Rogue,Tusk,Equipment
Arctic Hunter's Glove,Tusk,Equipment
Armor of the Weathered Storm,Tusk,Equipment
Bobusang's Fist of the Predator Owl,Tusk,Equipment
